的	〔白勹丶-·-rqyy〕
㙸	〔土亻-·-fwoy〕
㙹	〔土-·-falq〕
㙺	〔土口-·-fakm〕
㙻	〔土日土-·-fyjf〕
㙼	〔土-·-flll〕
㙽	〔土大日-·-fddj〕
㙾	〔土-·-fvqb〕
㙿	〔土王-·-fugt〕
㚀	〔土-·-fhaa〕
㚁	〔土土土-·-fffq〕
㚂	〔土一口-·-fgke〕
㚃	〔-·-fpqu〕
㚄	〔龰-·-fplh〕
㚅	〔一-·-tgtg〕
㚆	〔日-·-yjtu〕
㚇	〔-·-qbwt〕
㚈	〔-·-qfh〕
㚉	〔-·-eqqu〕
㚊	〔人-·-qqyw〕
㚋	〔口-·-qqmk〕
㚌	〔日-·-qqjs〕
㚍	〔口-·-qqkm〕
㚎	〔大-·-dbj〕
㚏	〔大-·-daj〕
㚐	〔大大-·-ddu〕
㚑	〔大-·-vdu〕
㚒	〔大丶丶-·-dtyy〕
㚓	〔大-·-dsu〕
㚔	〔大-·-dufj〕
㚕	〔大-·-dxjj〕
㚖	〔白大-·-rdu〕
㚗	〔大一-·-degf〕
㚘	〔人人-·-fwfw〕
㚙	〔力口大-·-lkdu〕
㚚	〔大口-·-dqkf〕
㚛	〔大日-·-dxjf〕
㚜	〔大口-·-dakg〕
㚝	〔大亻土土-·-dwff〕
㚞	〔大-·-dssu〕
㚟	〔口大-·-qkxd〕
㚠	〔大王-·-dugo〕
㚡	〔大口口-·-dskk〕
㚢	〔亻女-·-wvg〕
㚣	〔女女-·-vvf〕
㚤	〔女-·-vay〕
㚥	〔女一-·-vgfh〕
㚦	〔女一-·-vgjh〕
㚧	〔女-·-vyt〕
㚨	〔女-·-vnfh〕
㚩	〔女冂-·-vmfg〕
㚪	〔女-·-vtfn〕
㚫	〔女-·-veyy〕
㚬	〔女勹-·-vqug〕
㚭	〔女-·-vdnn〕
㚮	〔女-·-vpmn〕
㚯	〔女-·-vmqy〕
㚰	〔女一一-·-vgig〕
㚱	〔女一-·-vrgg〕
㚲	〔女口-·-vhkg〕
㚳	〔女力口-·-vlkg〕
㚴	〔女𠂇冂丨-·-vdmh〕
㚵	〔女-·-vtuy〕
㚶	〔女丨-·-vnhn〕
㚷	〔女人-·-vwiy〕
㚸	〔女一口-·-vngk〕
㚹	〔女-·-vqtb〕
㚺	〔女-·-vebg〕
㚻	〔女-·-lvf〕
㚼	〔女-·-vlg〕
㚽	〔一女-·-agnv〕
㚾	〔女口-·-vkqn〕
㚿	〔女勹-·-vqnn〕
㛀	〔女-·-vqvg〕
㛁	〔女一丨-·-vguh〕
㛂	〔女-·-vrcn〕
㛃	〔丨女-·-dhvv〕
㛄	〔女-·-vyey〕
㛅	〔女-·-vbg〕
㛆	〔女-·-vesy〕
㛇	〔女土-·-vyfg〕
㛈	〔女土-·-vftn〕
㛉	〔女-·-vsg〕
㛊	〔女-·-vmsy〕
㛋	〔女人-·-vwny〕
㛌	〔女厶丨-·-vcrh〕
㛍	〔女大人人-·-vdww〕
㛎	〔女口口-·-vkkg〕
㛏	〔女丶-·-vfiy〕
㛐	〔女一日-·-vgjq〕
㛑	〔女-·-hqcv〕
㛒	〔女一口-·-vgku〕
㛓	〔女𠂇丨-·-vqdh〕
㛔	〔女丨-·-vtdh〕
㛕	〔女口-·-vkcn〕
㛖	〔女厶-·-vcwt〕
㛗	〔女人人土-·-vwwf〕
㛘	〔女-·-vfpb〕
㛙	〔女-·-vuh〕
㛚	〔女-·-vceh〕
㛛	〔女-·-vtmt〕
㛜	〔亻丨女-·-whtv〕
㛝	〔女-·-vmy〕
㛞	〔女王-·-vgah〕
㛟	〔女大-·-vqmd〕
㛠	〔女门日-·-vujg〕
㛡	〔女-·-vpfq〕
㛢	〔女禾-·-vten〕
㛣	〔女口贝-·-vkmy〕
㛤	〔女一冂丶-·-vgmy〕
㛥	〔女日-·-vijg〕
㛦	〔女-·-vssy〕
㛧	〔女山-·-vmdg〕
㛨	〔女-·-vudn〕
㛩	〔女厶⺝-·-vyce〕
㛪	〔女大日-·-vdjn〕
㛫	〔女日勹-·-vjqr〕
㛬	〔女土土-·-vfwf〕
㛭	〔女日-·-vajg〕
㛮	〔女-·-vpoc〕
㛯	〔女口力-·-vqkl〕
㛰	〔女日-·-vnaj〕
㛱	〔女一-·-vlge〕
㛲	〔女-·-vdmy〕
㛳	〔冂女-·-upmv〕
㛴	〔女-·-vvtq〕
㛵	〔女冂土-·-vemf〕
㛶	〔女山𠂇-·-vmdo〕
㛷	〔禾女-·-tdnv〕
㛸	〔女口-·-vfku〕
㛹	〔女亻一-·-vwgq〕
㛺	〔女日-·-vujg〕
㛻	〔女大土土-·-vdff〕
㛼	〔女-·-vtfv〕
㛽	〔女米-·-vpoy〕
㛾	〔女一-·-vdgt〕
㛿	〔女一丨-·-vgkh〕
㜀	〔女-·-vshg〕
㜁	〔女日一-·-vsjg〕
㜂	〔土土寸女-·-fffv〕
㜃	〔女亻-·-vwyg〕
㜄	〔女-·-vmtj〕
㜅	〔女-·-vyxl〕
㜆	〔女米辶-·-vopy〕
㜇	〔女土土-·-vffn〕
㜈	〔女-·-cbtv〕
㜉	〔女口-·-vvkc〕
㜊	〔女-·-vnae〕
㜋	〔女-·-vuwl〕
㜌	〔一-·-fpgc〕
㜍	〔女口-·-vyvk〕
㜎	〔女大-·-vexd〕
㜏	〔女口-·-vkmy〕
㜐	〔女山一-·-vmgu〕
㜑	〔一女-·-igev〕
㜒	〔女-·-vvah〕
㜓	〔女人口-·-vawk〕
㜔	〔女口-·-vukq〕
㜕	〔女辶-·-vlpy〕
㜖	〔女一日-·-vgmj〕
㜗	〔女厶厶-·-vcce〕
㜘	〔女一-·-vhag〕
㜙	〔女-·-vynx〕
㜚	〔女亻日-·-vpwj〕
㜛	〔女人-·-vlqw〕
㜜	〔女-·-vgqt〕
㜝	〔女人丶一-·-vwyg〕
㜞	〔女-·-lrvf〕
㜟	〔女-·-vnbt〕
㜠	〔女山亻-·-vmwy〕
㜡	〔女人龰-·-vtwh〕
㜢	〔女女-·-vlvg〕
㜣	〔女-·-vqdo〕
㜤	〔女覀-·-vsjh〕
㜥	〔女-·-vlmy〕
㜦	〔女寸-·-vvaf〕
㜧	〔女人-·-vduw〕
㜨	〔女丨-·-vnih〕
㜩	〔女大-·-vtmd〕
㜪	〔女-·-usrv〕
㜫	〔女山-·-vtmt〕
㜬	〔女-·-vqdy〕
㜭	〔女-·-vipl〕
㜮	〔女丨-·-vahl〕
㜯	〔女丨-·-vaho〕
㜰	〔女白-·-vxrs〕
㜱	〔女-·-vrrm〕
㜲	〔女丶-·-vyny〕
㜳	〔女-·-vyle〕
㜴	〔女-·-valh〕
㜵	〔女-·-vyce〕
㜶	〔女口丶-·-vqky〕
㜷	〔一女-·-xgwv〕
㜸	〔亻女-·-awnv〕
㜹	〔女-·-vhhy〕
㜺	〔女土-·-vtfm〕
㜻	〔女-·-vxyn〕
㜼	〔女一-·-vllg〕
㜽	〔-·-vbf〕
㜾	〔人-·-bwjh〕
㜿	〔-·-bcbh〕
㝀	〔一-·-xgub〕
㝁	〔勹日-·-qjbf〕
㝂	〔-·-brrh〕
㝃	〔口-·-bqkq〕
㝄	〔一-·-ybgn〕
㝅	〔一-·-fpgc〕
㝆	〔口口-·-bfkk〕
㝇	〔-·-ybyb〕
㝈	〔-·-xyxb〕
㝉	〔一-·-pgf〕
㝊	〔-·-pcu〕
㝋	〔-·-pbj〕
㝌	〔-·-pqyu〕
㝍	〔一一-·-pgng〕
㝎	〔-·-ppu〕
㝏	〔人-·-pwjj〕
㝐	〔厶-·-pwcu〕
㝑	〔-·-pyb〕
㝒	〔-·-pdf〕
㝓	〔人一口-·-pwgk〕
㝔	〔-·-puqu〕
㝕	〔-·-pncu〕
㝖	〔-·-pqqu〕
㝗	〔丶-·-pyve〕
㝘	〔-·-pyf〕
㝙	〔王一-·-pggw〕
㝚	〔-·-pthp〕
㝛	〔亻一人-·-pwgw〕
㝜	〔日-·-pajf〕
㝝	〔-·-pssu〕
㝞	〔一一-·-pgfg〕
㝟	〔一-·-pghq〕
㝠	〔日-·-pjuu〕
㝡	〔-·-pbcu〕
㝢	〔口丶-·-ptky〕
㝣	〔丨大-·-pdhd〕
㝤	〔土-·-pfjf〕
㝥	〔丨米-·-pnho〕
㝦	〔亻-·-pwye〕
㝧	〔女人土-·-pvwf〕
㝨	〔土口-·-pfke〕
㝩	〔-·-pyvi〕
㝪	〔土丶-·-pfuy〕
㝫	〔-·-pbtg〕
㝬	〔丨人-·-pdhw〕
㝭	〔日-·-pnjg〕
㝮	〔山-·-pbmc〕
㝯	〔大口-·-ptdk〕
㝰	〔-·-pthy〕
㝱	〔丨-·-pnhq〕
㝲	〔丨丨-·-pnhh〕
㝳	〔一-·-gni〕
㝴	〔寸-·-fqfi〕
㝵	〔日一寸-·-jgfu〕
㝶	〔寸-·-lqfu〕
㝷	〔寸-·-vavf〕
㝸	〔白-·-irqb〕
㝹	〔丶-·-itqy〕
㝺	〔-·-uvot〕
㝻	〔口-·-akgt〕
㝼	〔𠂇一-·-dngf〕
㝽	〔𠂇-·-dnii〕
㝾	〔𠂇𠂇-·-dnda〕
㝿	〔𠂇-·-dnhc〕
㞀	〔𠂇𠂇-·-dndo〕
㞁	〔𠂇日-·-dnjx〕
㞂	〔𠂇女-·-dnev〕
㞃	〔人口-·-wwkn〕
㞄	〔𠂇大-·-dndn〕
㞅	〔𠂇日-·-dnjs〕
㞆	〔𠂇大口-·-dndk〕
㞇	〔𠂇-·-dnle〕
㞈	〔𠂇丶-·-dnya〕
㞉	〔𠂇-·-dnua〕
㞊	〔山-·-bmfn〕
㞋	〔-·-nci〕
㞌	〔-·-nbd〕
㞍	〔丶-·-nvyi〕
㞎	〔-·-ncv〕
㞏	〔-·-ntpi〕
㞐	〔-·-nud〕
㞑	〔-·-nffn〕
㞒	〔-·-nthd〕
㞓	〔日-·-nxjd〕
㞔	〔-·-nqqi〕
㞕	〔⺝-·-nwed〕
㞖	〔一冂-·-ngmi〕
㞗	〔丶-·-nfiy〕
㞘	〔丶-·-neyi〕
㞙	〔-·-ntfi〕
㞚	〔-·-ntfv〕
㞛	〔日-·-ntxj〕
㞜	〔禾女-·-nttv〕
㞝	〔⺊-·-dhin〕
㞞	〔人龰-·-ntwh〕
㞟	〔大-·-nusd〕
㞠	〔大-·-ndui〕
㞡	〔-·-naae〕
㞢	〔丨一-·-bhgd〕
㞣	〔丨-·-bhwv〕
㞤	〔山人-·-mwu〕
㞥	〔山-·-mtyu〕
㞦	〔山-·-mmn〕
㞧	〔山-·-meb〕
㞨	〔山-·-mbg〕
㞩	〔山丶-·-mmyu〕
㞪	〔山-·-vmj〕
㞫	〔山-·-mpu〕
㞬	〔山-·-maf〕
㞭	〔大山-·-dmj〕
㞮	〔山丶-·-mqyu〕
㞯	〔山-·-nmj〕
㞰	〔山-·-mtfh〕
㞱	〔山日-·-mjf〕
㞲	〔山口丨-·-mkhh〕
㞳	〔山-·-mufh〕
㞴	〔山-·-mqan〕
㞵	〔山文-·-myu〕
㞶	〔山文-·-myy〕
㞷	〔丨王-·-bhgf〕
㞸	〔山一-·-mgiu〕
㞹	〔山口-·-mskg〕
㞺	〔山大-·-mtdu〕
㞻	〔山口一-·-mkgn〕
㞼	〔山-·-bimj〕
㞽	〔山-·-mant〕
㞾	〔山-·-mnxn〕
㞿	〔山土-·-mfqu〕
㟀	〔禾山-·-tmj〕
㟁	〔山-·-mdfh〕
㟂	〔山一-·-mxgu〕
㟃	〔山一口-·-mngk〕
㟄	〔山-·-mudh〕
㟅	〔山-·-mqbq〕
㟆	〔山亻-·-mwxf〕
㟇	〔山人人土-·-mwwf〕
㟈	〔山丶-·-mfiy〕
㟉	〔山丨-·-mprh〕
㟊	〔山-·-mebg〕
㟋	〔山口-·-mukq〕
㟌	〔山-·-mdne〕
㟍	〔山丶-·-myve〕
㟎	〔山女-·-mevg〕
㟏	〔山人丶口-·-mwyk〕
㟐	〔山-·-mayn〕
㟑	〔山-·-mfpb〕
㟒	〔山口-·-mvtk〕
㟓	〔山𠂇丨-·-mqdh〕
㟔	〔山人丶口-·-mwyk〕
㟕	〔山口-·-mkuf〕
㟖	〔山王-·-mgaj〕
㟗	〔山-·-wvwm〕
㟘	〔山土口-·-mmfk〕
㟙	〔山日-·-majg〕
㟚	〔山-·-sfcm〕
㟛	〔山-·-mraf〕
㟜	〔山-·-mxqi〕
㟝	〔山口-·-mukg〕
㟞	〔山-·-maat〕
㟟	〔山-·-mawb〕
㟠	〔山冂山-·-mmum〕
㟡	〔山大-·-mudb〕
㟢	〔山大口-·-mdsk〕
㟣	〔山厶-·-mswc〕
㟤	〔山-·-mviu〕
㟥	〔山厶大-·-mcde〕
㟦	〔山-·-mplj〕
㟧	〔山口口-·-mkkn〕
㟨	〔山山-·-mmdj〕
㟩	〔山-·-natm〕
㟪	〔山一-·-mlge〕
㟫	〔山白-·-mriy〕
㟬	〔山丨-·-mvhc〕
㟭	〔山日-·-mnaj〕
㟮	〔山-·-mpwd〕
㟯	〔山口-·-mptk〕
㟰	〔山日-·-mpju〕
㟱	〔山王-·-mugo〕
㟲	〔山白-·-mdri〕
㟳	〔山覀-·-mssy〕
㟴	〔山白厶-·-mrqc〕
㟵	〔山一-·-mlgh〕
㟶	〔山白-·-mdri〕
㟷	〔山人口-·-mawk〕
㟸	〔山白大-·-mrdf〕
㟹	〔山-·-mbqb〕
㟺	〔山女-·-mlvf〕
㟻	〔山-·-lrmj〕
㟼	〔山-·-mgqt〕
㟽	〔山覀-·-msfi〕
㟾	〔山丨-·-myvh〕
㟿	〔山-·-mada〕
㠀	〔亻一山-·-wvgm〕
㠁	〔山厶厶-·-mcce〕
㠂	〔山-·-mgqt〕
㠃	〔山冂-·-mumd〕
㠄	〔山白-·-mnrf〕
㠅	〔山-·-mttt〕
㠆	〔山口口-·-mkkf〕
㠇	〔山-·-myin〕
㠈	〔山王-·-mugg〕
㠉	〔山日土-·-mujf〕
㠊	〔山一-·-mhag〕
㠋	〔山口口-·-mkkn〕
㠌	〔山人-·-madw〕
㠍	〔山亻-·-mwys〕
㠎	〔山亻-·-mwys〕
㠏	〔山一-·-magf〕
㠐	〔山大口-·-mtdk〕
㠑	〔山-·-mldd〕
㠒	〔山覀刂-·-msfj〕
㠓	〔山-·-mape〕
㠔	〔山口-·-mnku〕
㠕	〔山白厶-·-mbrc〕
㠖	〔山王-·-mugt〕
㠗	〔山大-·-mtmd〕
㠘	〔山一-·-mvgw〕
㠙	〔山-·-mype〕
㠚	〔山一寸-·-mogf〕
㠛	〔山亻-·-mawc〕
㠜	〔山龰-·-mxth〕
㠝	〔山人-·-mfwm〕
㠞	〔山一山-·-tmgm〕
㠟	〔山禾勹-·-mtqi〕
㠠	〔山-·-mhal〕
㠡	〔山-·-myce〕
㠢	〔山白-·-mrqe〕
㠣	〔山禾-·-mdth〕
㠤	〔山口-·-myke〕
㠥	〔山土-·-mllf〕
㠦	〔山丨-·-mdhu〕
㠧	〔山-·-mysd〕
㠨	〔山寸-·-msqf〕
㠩	〔人-·-wnqb〕
㠪	〔一⺊-·-ghd〕
㠫	〔丶人-·-amyw〕
㠬	〔口人-·-akfw〕
㠭	〔-·-aaaa〕
㠮	〔一-·-uoga〕
㠯	〔丨-·-nhnd〕
㠰	〔力口-·-lknb〕
㠱	〔-·-nadw〕
㠲	〔冂丨-·-mhxn〕
㠳	〔冂丨-·-tymh〕
㠴	〔冂丨丶-·-mhvy〕
㠵	〔冂丨-·-ynmh〕
㠶	〔冂丨-·-mhtm〕
㠷	〔冂丨-·-mhey〕
㠸	〔冂丨人-·-mhfw〕
㠹	〔冂丨人-·-mhwj〕
㠺	〔冂丨-·-mhit〕
㠻	〔土冂丨-·-ftmh〕
㠼	〔冂丨-·-mhrh〕
㠽	〔冂丨-·-mhtu〕
㠾	〔冂丨-·-qbmh〕
㠿	〔冂丨-·-hxmh〕
㡀	〔冂-·-umii〕
㡁	〔冂丨大-·-mhdn〕
㡂	〔一刂丨-·-gqjh〕
㡃	〔冂丨人-·-mhwq〕
㡄	〔冂丨勹日-·-mhqj〕
㡅	〔冂丨-·-mhqq〕
㡆	〔冂丨-·-mhyq〕
㡇	〔冂丨-·-mhbn〕
㡈	〔冂丨-·-mhqq〕
㡉	〔冂丨-·-mhxx〕
㡊	〔冂丨-·-mhqv〕
㡋	〔冂丨大-·-mhdn〕
㡌	〔冂丨⺝-·-mhje〕
㡍	〔白大冂丨-·-rdmh〕
㡎	〔冂丨厶-·-mhce〕
㡏	〔冂丨人刂-·-mhwj〕
㡐	〔冂丨刂-·-mhuj〕
㡑	〔禾冂丨-·-tomh〕
㡒	〔冂丨-·-mhrh〕
㡓	〔冂丨-·-mhpl〕
㡔	〔丨-·-cbth〕
㡕	〔冂丨大-·-mhad〕
㡖	〔冂丨土-·-mhtf〕
㡗	〔冂丨-·-mhrm〕
㡘	〔冂丨-·-mhuo〕
㡙	〔冂丨-·-mhtx〕
㡚	〔冂丨土-·-mhff〕
㡛	〔冂丨-·-mhaq〕
㡜	〔冂丨-·-mhwi〕
㡝	〔冂丨辶-·-mhtp〕
㡞	〔冂丨女-·-mhlv〕
㡟	〔冂丨一日-·-mhgj〕
㡠	〔冂丨-·-mhwu〕
㡡	〔冂丨寸-·-mhdf〕
㡢	〔冂丨日-·-mhjn〕
㡣	〔冂-·-upmd〕
㡤	〔冂丨-·-mhow〕
㡥	〔冂丨-·-mhen〕
㡦	〔冂丨-·-mhpm〕
㡧	〔冂丨-·-mhpu〕
㡨	〔冂丨人-·-mhwg〕
㡩	〔丨-·-xyxh〕
㡪	〔冂丨-·-mhet〕
㡫	〔日勹-·-xjqn〕
㡬	〔-·-xxdt〕
㡭	〔一-·-xxgn〕
㡮	〔大-·-xxdn〕
㡯	〔-·-ytav〕
㡰	〔一-·-ygfk〕
㡱	〔-·-yqyi〕
㡲	〔-·-yae〕
㡳	〔-·-yqav〕
㡴	〔-·-yud〕
㡵	〔人丶-·-ywyc〕
㡶	〔口-·-ykwi〕
㡷	〔一-·-ysgd〕
㡸	〔丨-·-ythf〕
㡹	〔一-·-yegd〕
㡺	〔日一-·-yjgd〕
㡻	〔-·-yqtb〕
㡼	〔日-·-yjxe〕
㡽	〔丨-·-yvfh〕
㡾	〔-·-yvei〕
㡿	〔-·-yubt〕
㢀	〔一冂-·-ygmi〕
㢁	〔-·-yqqi〕
㢂	〔亻-·-ywnn〕
㢃	〔丶-·-yyve〕
㢄	〔一口-·-ygku〕
㢅	〔王-·-ygak〕
㢆	〔日土-·-yjfd〕
㢇	〔-·-yyd〕
㢈	〔亻-·-ywyd〕
㢉	〔禾-·-ytta〕
㢊	〔大口-·-ydsk〕
㢋	〔亻-·-ywqq〕
㢌	〔口-·-ybsk〕
㢍	〔大-·-yamd〕
㢎	〔-·-ytfv〕
㢏	〔人一刂-·-ywgj〕
㢐	〔口-·-ymnk〕
㢑	〔亻-·-ywyf〕
㢒	〔一-·-yhag〕
㢓	〔-·-yujk〕
㢔	〔人龰-·-ytwh〕
㢕	〔-·-yxty〕
㢖	〔米-·-ytol〕
㢗	〔大口-·-ytdk〕
㢘	〔-·-yuvo〕
㢙	〔口力-·-yakl〕
㢚	〔力-·-yhal〕
㢛	〔人一人-·-ywgw〕
㢜	〔-·-yaln〕
㢝	〔禾-·-yqot〕
㢞	〔-·-ynlw〕
㢟	〔-·-hpd〕
㢠	〔冂口-·-mkpd〕
㢡	〔丨-·-nhda〕
㢢	〔冂口-·-imka〕
㢣	〔勹口-·-aqka〕
㢤	〔-·-faqv〕
㢥	〔冂一口-·-mgka〕
㢦	〔口-·-sksa〕
㢧	〔一-·-xgd〕
㢨	〔-·-xfh〕
㢩	〔勹丶-·-xqyy〕
㢪	〔-·-xfnn〕
㢫	〔山-·-xmh〕
㢬	〔𠂇厶-·-xdcy〕
㢭	〔-·-xhcy〕
㢮	〔也-·-xtbn〕
㢯	〔-·-xnan〕
㢰	〔-·-xhcy〕
㢱	〔厶-·-xciy〕
㢲	〔一-·-xxgw〕
㢳	〔-·-xtey〕
㢴	〔囗-·-xlry〕
㢵	〔人一口-·-xwgk〕
㢶	〔日-·-xdjg〕
㢷	〔山-·-xmqy〕
㢸	〔-·-xxty〕
㢹	〔-·-xuh〕
㢺	〔女-·-xuvg〕
㢻	〔禾女-·-xtvg〕
㢼	〔冂-·-xumi〕
㢽	〔-·-xbxn〕
㢾	〔覀土-·-xsfg〕
㢿	〔亻大-·-xwnd〕
㣀	〔-·-xfhw〕
㣁	〔-·-xate〕
㣂	〔一口丨-·-xgkh〕
㣃	〔厶-·-xycx〕
㣄	〔-·-xias〕
㣅	〔日-·-xaqj〕
㣆	〔一王-·-xgwg〕
㣇	〔一丨-·-xgrh〕
㣈	〔一丨-·-xgrh〕
㣉	〔-·-aet〕
㣊	〔-·-ter〕
㣋	〔丶-·-fjye〕
㣌	〔口-·-hket〕
㣍	〔厶口-·-cket〕
㣎	〔白-·-rier〕
㣏	〔大-·-djet〕
㣐	〔白-·-riet〕
㣑	〔⺝-·-yvee〕
㣒	〔日-·-ulje〕
㣓	〔-·-hqce〕
㣔	〔-·-tsh〕
㣕	〔大-·-tdy〕
㣖	〔大丶-·-tdyy〕
㣗	〔丶-·-tynt〕
㣘	〔勹口-·-tqkg〕
㣙	〔-·-tmg〕
㣚	〔冂一口-·-tmgk〕
㣛	〔人一口-·-twgk〕
㣜	〔一刂-·-tgaj〕
㣝	〔𠂇-·-tadt〕
㣞	〔厶-·-twcq〕
㣟	〔口-·-tfkg〕
㣠	〔丨-·-thtu〕
㣡	〔亻口丨-·-twkh〕
㣢	〔-·-tuxt〕
㣣	〔大人人-·-tdww〕
㣤	〔-·-taat〕
㣥	〔亻土寸-·-twff〕
㣦	〔禾女-·-ttvg〕
㣧	〔⺝-·-txen〕
㣨	〔女-·-tvdg〕
㣩	〔-·-tssy〕
㣪	〔-·-tefc〕
㣫	〔一土-·-ttgf〕
㣬	〔口-·-tkbg〕
㣭	〔-·-tqbt〕
㣮	〔冂-·-tfmf〕
㣯	〔⺝-·-tnie〕
㣰	〔米-·-tton〕
㣱	〔-·-tgmy〕
㣲	〔山一-·-tmgt〕
㣳	〔-·-trlo〕
㣴	〔-·-tamw〕
㣵	〔土辶-·-tfup〕
㣶	〔囗一-·-tylg〕
㣷	〔-·-tpns〕
㣸	〔-·-toeg〕
㣹	〔亻-·-tywn〕
㣺	〔丶-·-nyi〕
㣻	〔-·-qnu〕
㣼	〔丶-·-nvyy〕
㣽	〔女-·-vnu〕
㣾	〔丶-·-ncyy〕
㣿	〔勹丶-·-nqyy〕
㤀	〔-·-tynn〕
㤁	〔一大-·-gdnu〕
㤂	〔-·-eynu〕
㤃	〔-·-nyn〕
㤄	〔一冂丨-·-ngmh〕
㤅	〔-·-aqnu〕
㤆	〔-·-nrcy〕
㤇	〔大-·-ntdy〕
㤈	〔-·-nny〕
㤉	〔-·-naht〕
㤊	〔-·-nqqy〕
㤋	〔-·-nwvn〕
㤌	〔-·-nafg〕
㤍	〔一-·-agnn〕
㤎	〔力口-·-lknu〕
㤏	〔-·-ntuy〕
㤐	〔口-·-hknu〕
㤑	〔𠂇口-·-ndkg〕
㤒	〔大-·-ndfh〕
㤓	〔一-·-nsgg〕
㤔	〔亻寸-·-nwfy〕
㤕	〔山-·-nbmh〕
㤖	〔-·-npsh〕
㤗	〔人-·-dwnu〕
㤙	〔囗-·-lnnu〕
㤚	〔-·-ntfh〕
㤛	〔亻土-·-nwtf〕
